Key,Value
2058,"Somos un templo dedicado a Zenithar, el Dios del Comercio[/center]
y Patrón de Mercaderes y Mercenarios. Hace mucho tiempo,[/center]
en el nacimiento de nuestro movimiento, nuestros antepasados[/center]
nos convirtieron en un templo sin igual: uno diseñado para ser[/center]
adaptable, pero resistente a las tormentas del tiempo.[/center]
Por ello nos llaman Resoluciones, un término mucho más[/center]
descriptivo que templos.[/center]
[/center]
La Resolución de Zenithar favorece a quienes nos favorecen;[/center]
no elegimos escondernos tras palabras como donaciones,[/center]
regalos o indulgencias. En proporción a tu pago a la[/center]
Resolución, tu habilidad para regatear con otros mercaderes[/center]
aumentará, pero temporalmente. Si deseas aumentar tu[/center]
habilidad permanentemente, puedes unirte a la Resolución[/center]
y reunirte con nuestros instructores.[/center]
[/center]
La invitación para unirse a la Resolución de Zenithar no está[/center]
abierta a todos. Solo se considerará a quienes ya posean[/center]
unas pocas habilidades mínimas. No nos compensa perder el[/center]
tiempo con neófitos. Si algo somos, es profesionales.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2059,"Nosotros, de la Orden de la Lámpara, somos los protectores de[/center]
el Gremio de Magos. Seguimos al Palatinus, bajo órdenes[/center]
directas del Archimagistrado.[/center]
[/center]
Se nos otorgan derechos apropiados para ciertos servicios[/center]
en el Gremio de Magos. El rango de uno dentro de la Orden[/center]
se aproxima al rango dentro del Gremio, en términos[/center]
de derechos y privilegios.[/center]
[/center]
La Orden solo está abierta a quienes ya han demostrado[/center]
habilidades de combate y gozan de buena reputación[/center]
con el Gremio de Magos.[/center]
[/end]"
2060,"Los Caballeros del Dragón tienen el deber oficial de[/center]
proteger la ciudad y la familia real de Salto de la Daga.[/center]
Estamos liderados por el honorable Lord Bridwell, el[/center]
mayor héroe de la Guerra de Betony.[/center]
[/center]
Para ser considerado para la admisión en nuestra orden de[/center]
combate, uno debe demostrar habilidades excepcionales y[/center]
fama de honor y lealtad a Salto de la Daga. A cambio,[/center]
nuestros caballeros son tratados con un respeto sin igual.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2061,"La Orden de la Vela ha reemplazado a los desaparecidos[/center]
Caballeros de la Luna como protectores y guerreros oficiales[/center]
del reino de Sentinel. Los lores Vhosek de la Luna y K'avar[/center]
son nuestros comandantes y seguimos sus órdenes implícitamente.[/center]
[/center]
En Sentinel, ninguna orden, gremio u organización es tratada[/center]
con más respeto que nosotros. Solo hombres y mujeres con[/center]
habilidades de combate excepcionales y lealtad demostrada[/center]
hacia la familia real de Sentinel serán considerados para[/center]
la admisión.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2062,"Nosotros, de los Caballeros de la Rosa, tenemos el honor de[/center]
ser la guardia y el brazo fuerte de su majestad, el Rey[/center]
Eadwyre de Quietud. Los mejores caballeros de su corte son[/center]
miembros de nuestra orden y hemos demostrado nuestra valía[/center]
en conflictos internos e interprovinciales por toda la Bahía[/center]
y Tamriel.[/center]
[/center]
Para los pocos cuyas habilidades de combate y verdadera[/center]
lealtad al Rey sean juzgadas aceptables, ofrecemos la[/center]
membresía en la orden más respetada de Quietud.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2063,"Los Caballeros de la Llama son los nobles guerreros del[/center]
Señorío de Anticlere. Nuestra lealtad es inquebrantable[/center]
hacia Lord y Lady Flyte, quienes nos rescataron del caos[/center]
tras la Guerra de Betony.[/center]
[/center]
Solo aquellos conocidos por su lealtad a Anticlere y a[/center]
nuestros benditos patrones son juzgados dignos de unirse[/center]
a nuestra orden. A cambio de su lealtad, nuestros[/center]
caballeros son tratados como verdaderos dioses en Anticlere.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2064,"La Hueste del Cuerno tiene el honor de servir a su más[/center]
terrible Excelencia, el Barón Shrike. Nuestros deberes[/center]
abarcan desde la guerra directa hasta el espionaje y la[/center]
recaudación de impuestos.[/center]
[/center]
Vale la pena aclarar esta confusión: el débil hermano del[/center]
Barón, Lord Kain, tiene su propia orden dedicada a la[/center]
adquisición ilegal del trono de Lainlyn, e idióticamente[/center]
llama a su lastimoso grupo la Hueste del Cuerno Verdadero.[/center]
[/center]
Si uno ha demostrado lealtad al Barón Shrike y destreza en[/center]
la batalla, puede ser considerado para la admisión en nuestra[/center]
orgullosa Hueste. No nos hemos ganado el miedo y el respeto[/center]
de todo Lainlyn perdiendo el tiempo con casos perdidos.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2065,"Nosotros, de los Caballeros del Búho, somos responsables de[/center]
proteger y luchar por la familia real de Glenpoint. Solo[/center]
aquellos con las habilidades de combate más refinadas y[/center]
dedicados al bienestar de Glenpoint son considerados para[/center]
ser incluidos en nuestra orden de caballería.[/center]
[/center]
Nuestros caballeros son los escoltas reales del Barón y son[/center]
tratados con un respeto incomparable en todo Glenpoint.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2066,"Con toda modestia, la Orden del Cuervo es una orden de[/center]
combate legendaria. Tenemos el honor de haber liderado la[/center]
batalla contra el Usurpador Camorano y liberado a media[/center]
Tamriel de su tiranía.[/center]
[/center]
Seguimos siendo la vanguardia de la Baronía de Dwynnen,[/center]
protegiendo a toda la región. Dada nuestra reputación,[/center]
no podemos admitir a nadie que no sea de los mejores[/center]
guerreros y de los sirvientes más leales del Barón.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2067,"Los Caballeros de la Rueda representan a la familia real y[/center]
a la ciudad de Abibon-Gora en todas las situaciones[/center]
militares.[/center]
[/center]
Actualmente no estamos solicitando nuevos reclutas para[/center]
nuestra orden. Sin embargo, un guerrero con el talento[/center]
adecuado y conocido por su lealtad a Abibon-Gora podría[/center]
aún merecer ser considerado.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2068,"Nosotros, de la Orden del Escarabajo, tenemos el honor de[/center]
ser la guardia oficial de la familia real de Totambu.[/center]
Nuestros deberes son muchos, nuestro favor es grande.[/center]
Solo los guerreros más refinados y leales son considerados[/center]
para la iniciación. Es, de hecho, un gran honor.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2069,"Los Caballeros del Halcón actúan como los nobles guerreros[/center]
y protectores de la ciudad y la familia real de[/center]
Antiphyllos. Muchos han entrenado desde la infancia para[/center]
unirse a nuestra orden por el honor y el prestigio.[/center]
[/center]
¿Quizás te interese unirte?[/center]
[/end]"
2070,"Los Caballeros del Círculo son el brazo militar de la[/center]
Orden de Arkay. Es nuestro solemne deber proteger a la[/center]
Orden y luchar en sus batallas. Nuestra devoción al Dios[/center]
Arkay y a la Orden es completa.[/center]
[/center]
Solo aquellos con una destreza de combate excepcional y una[/center]
lealtad inquebrantable a la Orden y al Dios Arkay son[/center]
considerados para ser incluidos en los Caballeros del Círculo.[/center]
[/end]"
2071,"Nosotros, de los Caballeros de Hierro, estamos a cargo de[/center]
las incursiones militares de la Resolución de Zenithar.[/center]
Zenithar no es simplemente el Dios de los Mercaderes y el[/center]
Comercio, también es un dios guerrero. Representamos ese[/center]
lado de Él.[/center]
[/center]
Obviamente, no nos conviene aceptar a nuevos iniciados que[/center]
no sean combatientes excelentes y estén completamente[/center]
entregados a nuestra causa.[/center]
[/end]"
2072,"Mara representa el amor y la paz. Ella y su Benevolencia[/center]
reconocen que, por hipócrita que suene, la fuerza militar[/center]
es a menudo necesaria para engendrar esta paz. Los[/center]
Caballeros de Mara representan esta fuerza militar.[/center]
[/center]
Somos, ciertamente, una orden de caballería polémica.[/center]
Algunos clérigos descarriados dentro del Templo preferirían[/center]
que nos disolviéramos, pero son una minoría, y todos[/center]
respetan nuestra habilidad y lealtad.[/center]
[/end]"
2073,"Somos el brazo militar del Sagrario de Akatosh, la Orden[/center]
de la Hora, encargada de la protección del Sagrario.[/center]
Nuestros caballeros están dedicados al Gran Dragón y a la[/center]
promesa de estabilidad y permanencia que Él representa.[/center]
[/center]
Nuestros deberes son ciertamente variados y nuestros honores[/center]
abundantes. Un iniciado en nuestra Orden tiene los mismos[/center]
derechos y honores que un iniciado en el Sagrario.[/center]
[/end]"
2074,"Los Caballeros Mentores son hermanos y hermanas[/center]
de la Escuela de Julianos. Mientras ellos[/center]
investigan y expanden las bibliotecas de la[/center]
Escuela, nosotros los protegemos. Y, a cambio,[/center]
ellos comparten su vasto conocimiento con[/center]
nosotros. Es una relación perfecta que[/center]
nos beneficia a ambos por igual.[/center]
[/center]
Naturalmente, solo aquellos con una habilidad[/center]
militar excepcional y lealtad demostrada[/center]
hacia la Escuela y el Dios Julianos son[/center]
considerados para unirse a los[/center]
Caballeros Mentores.[/center]
[/end]"
2075,"La Casa de Dibella es la institución más noble[/center]
de Tamriel; nosotros, de la Orden del[/center]
Lirio, estamos firmemente dedicados a su[/center]
causa. Su única falta es que los sacerdotes[/center]
y sacerdotisas suelen estar demasiado[/center]
consumidos por la propagación de la belleza[/center]
como para protegerse adecuadamente.[/center]
[/center]
Esa es la sagrada causa de la Orden[/center]
del Lirio. Protegemos la Casa y recibimos[/center]
el entrenamiento y las bendiciones de[/center]
clérigos de igual rango. No se me ocurre[/center]
mejor razón para luchar que la[/center]
causa de la belleza.[/center]
[/end]"
2076,"Nosotros, los Caballeros de Stendarr el Misericordioso,[/center]
nos hacemos llamar los Cruzados, pues es[/center]
nuestro sagrado deber proteger el Templo[/center]
y luchar en sus batallas. Aunque apoyamos[/center]
firmemente la filosofía de compasión y[/center]
caridad del Templo, reconocemos que si[/center]
el Templo es débil, no podrá sobrevivir[/center]
en la práctica.[/center]
[/center]
Solo aquellos con gran capacidad de combate[/center]
y devoción probada hacia el Templo y el[/center]
Dios Stendarr son elegibles para una posible[/center]
membresía en los Cruzados.[/center]
[/end]"
2077,"Somos el brazo fuerte de la Diosa[/center]
Kynareth, una rama de su templo dedicada[/center]
a luchar por sus causas en toda Tamriel.[/center]
Los miembros de la Orden Kynaran somos[/center]
honrados por el Templo por nuestra habilidad[/center]
y lealtad, y se nos da acceso total a las[/center]
bendiciones y servicios internos. Según[/center]
el rango individual en la Orden, por supuesto.[/center]
[/center]
Los posibles candidatos para la Orden[/center]
Kynaran son elegidos en base a sus[/center]
habilidades de combate y su reputación[/center]
con el Templo.[/center]
[/end]"
2100,"Los Magos son aquellos que dedican su vida al[/center]
estudio y práctica de las artes mágicas arcanas. Un[/center]
mago experimentado es una fuerza letal a tener en cuenta. Las[/center]
habilidades más importantes para un Mago son: Todas las escuelas[/center]
de Magia: Misticismo, Alteración, Taumaturgia,[/center]
Ilusión, Destrucción y Restauración.[/center]
¿Deseas que tu personaje sea un Mago?[/center]
[/end]"
2101,"Los Hojas de Hechizo son guerreros que también son muy[/center]
hábiles en el uso de la magia. Esta especialización dual[/center]
hace del Hoja de Hechizo un oponente formidable. Las[/center]
habilidades más importantes para un Hoja de Hechizo son:[/center]
Hacha, Hoja Larga, Arma Roma, Destrucción,[/center]
Ilusión y Alteración.[/center]
¿Deseas que tu personaje sea un Hoja de Hechizo?[/center]
[/end]"
2102,"Los Magos de Batalla usan su maestría mágica[/center]
con fines de combate. Son naturalmente aptos para lanzar[/center]
hechizos mágicos ofensivos. Las habilidades más importantes para un[/center]
Mago de Batalla son: Destrucción, Hoja Larga, Hacha,[/center]
Taumaturgia, Alteración y Mano a Mano.[/center]
¿Deseas que tu personaje sea un Mago de Batalla?[/center]
[/end]"
2103,"Los Hechiceros son muy expertos en la manipulación[/center]
de la magia, aunque no generan su propia[/center]
energía mágica. En su lugar, absorben la energía de los hechizos[/center]
que les lanzan y la usan para potenciar los suyos propios.[/center]
Las principales habilidades del Hechicero son: Todas las escuelas de Magia:[/center]
Misticismo, Alteración, Taumaturgia,[/center]
Destrucción, Restauración e Ilusión.[/center]
¿Deseas que tu personaje sea un Hechicero?[/center]
[/end]"
2104,"Los Sanadores usan su magia para tratar heridas[/center]
y curar enfermedades. Su función es principalmente[/center]
defensiva. Las habilidades más importantes para un Sanador[/center]
son: Restauración, Conocimientos Médicos, Esquiva, Taumaturgia,[/center]
Misticismo y Alteración.[/center]
¿Deseas que tu personaje sea un Sanador?[/center]
[/end]"
2105,"Los Hojas Nocturnas usan sus habilidades mágicas como[/center]
ayuda para el subterfugio. El Hoja Nocturna es a menudo como un ladrón[/center]
capaz de usar magia. Las habilidades más importantes[/center]
para un Hoja Nocturna son: Ilusión, Sigilo, Esquiva,[/center]
Taumaturgia, Hoja Corta y Ganzúa.[/center]
¿Deseas que tu personaje sea un Hoja Nocturna?[/center]
[/end]"
2106,"Los Bardos son la clase más versátil, instruidos en[/center]
muchas artes diferentes. Están familiarizados con las armas, la magia[/center]
y los talentos de ladrón. Las habilidades más empleadas[/center]
por los Bardos son: Callejeo, Etiqueta,[/center]
Robar, Sigilo, Hoja Corta y[/center]
Mano a Mano.[/center]
¿Deseas que tu personaje sea un Bardo?[/center]
[/end]"
2107,"Los Asaltantes son expertos en el arte de forzar cerraduras.[/center]
Pueden colarse sin ser detectados incluso en las más[/center]
seguras casas nobles y escapar de la detección.[/center]
Las habilidades más importantes del Asaltante son: Ganzúa,[/center]
Sigilo, Escalada, Mercantil,[/center]
Esquiva y Hoja Corta.[/center]
¿Deseas que tu personaje sea un Asaltante?[/center]
[/end]"
2108,"Los Pícaros están entrenados tanto en las artes sombrías del[/center]
ladrón como en las artes de combate del guerrero. El Pícaro[/center]
depende principalmente de estas habilidades: Hoja Larga,[/center]
Sigilo, Esquiva, Robar, Puñalada por la Espalda[/center]
y Callejeo.[/center]
¿Deseas que tu personaje sea un Pícaro?[/center]
[/end]"
2109,"Los Acróbatas practican las artes del robo y usan sus[/center]
notables habilidades físicas como apoyo.[/center]
Son muy rápidos, ágiles y diestros. Las habilidades más[/center]
importantes para un Acróbata son: Salto, Esquiva,[/center]
Correr, Escalada, Mano a Mano y Sigilo.[/center]
¿Deseas que tu personaje sea un Acróbata?[/center]
[/end]"
2110,"Los Ladrones son bien conocidos por su destreza usando el[/center]
sigilo, la velocidad y la astucia para robar para[/center]
ganarse la vida. Las seis habilidades más importantes para[/center]
un Ladrón son: Robar, Sigilo, Hoja Corta,[/center]
Puñalada por la Espalda, Escalada y Ganzúa.[/center]
¿Deseas que tu personaje sea un Ladrón?[/center]
[/end]"
2111,"Los Asesinos son muy temidos y respetados, pues[/center]
usan la noche para ocultarse y su astucia para[/center]
asestar golpes mortales. Ni las cerraduras seguras pueden[/center]
detener la hoja del Asesino. Las habilidades más importantes del[/center]
Asesino son: Golpe Crítico, Puñalada por la Espalda, Sigilo,[/center]
Hoja Corta, Hoja Larga y Arma Roma.[/center]
¿Deseas que tu personaje sea un Asesino?[/center]
[/end]"
2112,"Los Monjes están especialmente entrenados en disciplinas mentales. Esta[/center]
intensa conciencia mental incluye la capacidad de[/center]
convertir el cuerpo en una máquina letal. Las habilidades más[/center]
importantes para un Monje son: Mano a Mano, Golpe Crítico,[/center]
Esquiva, Natación, Conocimientos Médicos y Arma Roma.[/center]
¿Deseas que tu personaje sea un Monje?[/center]
[/end]"
2113,"Los Arqueros son guerreros especialmente entrenados en el[/center]
uso del arco. Las habilidades más importantes para un Arquero son:[/center]
Arquería, Mano a Mano, Esquiva,[/center]
Hacha, Arma Roma y Golpe Crítico.[/center]
¿Deseas que tu personaje sea un Arquero?[/center]
[/end]"
2114,"Los Exploradores se sienten como en casa en la naturaleza y son[/center]
excelentes cazadores. Son muy hábiles en la supervivencia y[/center]
el rastreo. Las habilidades más importantes para un Explorador son:[/center]
Hoja Larga, Hacha, Escalada, Natación,[/center]
Arquería y Golpe Crítico.[/center]
¿Deseas que tu personaje sea un Explorador?[/center]
[/end]"
2115,"Los Bárbaros son guerreros que provienen de las tierras inhóspitas[/center]
que bordean las zonas más civilizadas. Son excelentes[/center]
combatientes, aptos para sobrevivir en las peores condiciones.[/center]
Las habilidades que más usan los Bárbaros son:[/center]
Arma Roma, Hoja Larga, Hacha,[/center]
Salto, Correr y Natación.[/center]
¿Deseas que tu personaje sea un Bárbaro?[/center]
[/end]"
2116,"Los Guerreros son los más entrenados en las artes del[/center]
combate y la guerra. Son expertos en el uso de muchas[/center]
armas y a menudo van fuertemente acorazados. Las habilidades más[/center]
importantes para un Guerrero son: Hacha, Hoja Larga,[/center]
Arma Roma, Mano a Mano, Arquería y Hoja Corta.[/center]
¿Deseas que tu personaje sea un Guerrero?[/center]
[/end]"
2117,"Los Caballeros están entrenados como guerreros. Provienen de[/center]
linaje noble y se adhieren al código de caballería.[/center]
Las habilidades más importantes para un Caballero son:[/center]
Hoja Larga, Etiqueta, Arma Roma, Hacha,[/center]
Arquería y Hoja Corta.[/center]
¿Deseas que tu personaje sea un Caballero?[/center]
[/end]"
2200,"Selecciona el género de tu personaje.[/center]
[/end]"
2400,"Ayuda - General[/center]
[/record]
El Creador de Clases te permite crear tu propia clase.[/left]
Tu nueva clase debe incluir:[/left]
1. Un Nombre[/left]
2. 3 Habilidades Primarias[/left]
3. 3 Habilidades Principales[/left]
4. 6 Habilidades Secundarias[/left]
Todas las demás funciones personalizadas son opcionales:[/left]
Ajustar algunas de estas, como añadir ventajas[/left]
o desventajas especiales y puntos de salud por nivel[/left]
más altos o bajos, hace que sea más o menos[/left]
difícil para la clase mejorar sus habilidades y[/left]
por tanto subir de nivel. La barra deslizante de la[/left]
""daga"" marcada como ""Progreso de Habilidad"" representa[/left]
la dificultad de una clase para aprender nuevas habilidades.[/left]
Si tienes alguna pregunta específica sobre una[/left]
función del Creador de Clases, haz clic en la[/left]
sección correspondiente bajo Ayuda.[/end]"
2401,"Ayuda - Nombre de Clase[/center]
Puedes elegir cualquier nombre para tu nueva clase[/left]
de personaje, siempre que el nombre no exceda las[/left]
23 letras.[/end]"
2402,"Ayuda - Atributos[/center]
El promedio base de Fuerza, Inteligencia, Voluntad,[/left]
Agilidad, Velocidad, Resistencia, Personalidad y[/left]
Suerte de la nueva clase no puede exceder 50. Si[/left]
añades cinco puntos a uno de estos atributos,[/left]
por ejemplo, tendrás que restar cinco de otro[/left]
atributo.[/left]
El resultado es una lista de los atributos mínimos[/left]
para la nueva clase. Tu personaje probablemente[/left]
tendrá puntuaciones de atributo más altas que el mínimo.[/left]
Para una definición de cada atributo, consulta el[/left]
manual de Daggerfall.[/end]"
2403,"Ayuda - Habilidades[/center]
Más que cualquier otra cosa, las habilidades definen[/left]
una clase. Elige las tres habilidades más importantes[/left]
como Habilidades Primarias, las tres siguientes más[/left]
importantes como Habilidades Principales, y las seis[/left]
siguientes como Habilidades Secundarias.[/left]
Las demás habilidades estarán disponibles para tu[/left]
clase, pero apenas las dominarás al comenzar el[/left]
juego y serán más difíciles de aumentar.[/left]
Es importante elegir las habilidades que más use y[/left]
domine la nueva clase para las categorías Primaria[/left]
y Principal. Estas habilidades aumentarán con el uso[/left]
constante y, al aumentar, también lo hará el nivel[/left]
del personaje.[/end]"
2404,"Ayuda - Ventajas Especiales[/center]
Las Ventajas Especiales son toques finales opcionales,[/left]
como Resistencia a Enfermedades u Oído Agudo, para[/left]
la clase personalizada. Añadirlas siempre aumenta la[/left]
dificultad para subir los niveles de habilidad.[/left]
Observa la barra de la daga de ""Progreso de[/left]
Habilidad""; cuanto más alta esté la daga, más difícil[/left]
será para un miembro de la clase aprender nuevos[/left]
niveles de habilidad.[/left]
Puedes seleccionar un máximo de 7 Ventajas Especiales.[/left]
Las descripciones completas de cada una se detallan[/left]
en el manual de Daggerfall.[/left]
[/end]"
2405,"Ayuda - Desventajas Especiales[/center]
Las Desventajas Especiales son toques opcionales como[/left]
Armas Prohibidas o Incapacidad para Regenerar Puntos[/left]
de Magia para la clase personalizada. La razón principal[/left]
para añadirlas es reducir la dificultad al subir[/left]
los niveles de habilidad.[/left]
Puedes seleccionar un máximo de 7 Desventajas Especiales.[/left]
Las descripciones completas de cada una se detallan[/left]
en el manual de Daggerfall.[/left]
[/end]"
2406,"Help - Reputaciones[/center]
Editar las Reputaciones es una función opcional que[/left]
te permite determinar cómo se inclinarán ciertas[/left]
facciones sociales a reaccionar ante alguien de tu[/left]
clase personalizada.[/left]
Estos grupos no son los únicos con reputación en[/left]
el juego: son simplemente los más amplios y comunes.[/left]
El promedio base de todos los grupos de reputación[/left]
juntos siempre debe ser igual a cero. Por tanto, si[/left]
añades cinco puntos a uno, deberás restar cinco[/left]
de otro.[/left]
Para saber más sobre la importancia de la reputación,[/left]
consulta el manual de Daggerfall.[/left]
[/record]
"
2407,"Ayuda - Progreso de Habilidad[/center]
La posición de la daga en la tabla de Progreso de[/left]
Habilidad muestra la dificultad aproximada para que[/left]
esa clase progrese. Cuanto más suba la daga, más[/left]
difícil será para el miembro de la clase subir de[/left]
nivel de habilidad. Añadir Ventajas Especiales y[/left]
puntos de salud extra hace más difícil aprender[/left]
habilidades. Añadir desventajas o reducir el bono de[/left]
puntos de salud lo hace más fácil.[/left]
Como referencia, un guerrero puro aprende habilidades[/left]
por defecto en el centro exacto de la tabla. Los[/left]
ladrones lo tienen más fácil y los magos más difícil.[/end]"
2500,"%qdt - %pnq en %plq me dijo ""%qot""[/end]"
3100,"Me temo que solo puedo ayudar[/center]
a personas de cierto rango.[/record]
No tienes rango suficiente para[/center]
hacer uso de mis servicios.[/record]
Mis servicios solo están disponibles[/center]
para personas con rango.[/record]
Sin ánimo de ofender, solo puedo asistir[/center]
a ciertos miembros de alto rango.[/record]
Quizás pueda ayudarte algún día, pero[/center]
aún no tienes rango suficiente.[/record]
Vuelve cuando hayas ascendido de[/center]
rango en la organización.[/record]
No puedo ofrecer mi ayuda a cualquiera.[/center]
Seguro que lo comprendes.[/record]
Mis servicios están reservados para unos[/center]
pocos. Tú aún no estás entre ellos.[/end]"
3353,¡¡¡Mierda!!![/end]
3503,"Saludos, %pcf. Esta noche invocamos[/center]
a %dts desde el foso de Oblivion.[/center]
No es un gasto menor, esta empresa.[/center]
A ti, debo pedirte %a de oro. ¿De acuerdo?[/center]
[/record]
Esta noche alcanzamos el abismo de Oblivion[/center]
para traer a ese espíritu inmundo, el regente[/center]
Daedra %dts, al Mundus. De tu parte, se[/center]
requieren %a de oro por este servicio.[/center]
[/end]"
3504,"Saludos, amigo %pcf. Esta noche invocamos[/center]
a %dts desde el foso de Oblivion.[/center]
Solemos pedir oro, pero para aliados como tú,[/center]
el servicio es gratuito. ¿Procedo?[/center]
[/record]
Ah, mi amigo %pcf. Esta noche alcanzamos[/center]
el abismo de Oblivion para traer a ese espíritu[/center]
inmundo, el regente Daedra %dts, al Mundus.[/center]
Un favor para ti. ¿Continúo?[/center]
[/end]"
3506,"Muy bien, %pcn. Si cambias de[/center]
opinión, regresa. Podemos realizar[/center]
este ritual en cualquier momento.[/center]
[/record]
¿No? Bueno, vuelve si lo deseas. Puedo[/center]
traer a %dts cuando estés[/center]
mejor preparado.[/center]
[/end]"
3507,"¿No? Si cambias de opinión, vuelve a[/center]
mí esta noche. Mañana los presagios no[/center]
me permitirán completar esta invocación.[/center]
[/record]
Es una empresa temible, ciertamente. Si[/center]
quieres, puedes volver más tarde esta noche,[/center]
pero mañana será demasiado tarde para[/center]
invocar al Daedra %dts.[/center]
[/end]"
3508,"La invocación parece haber fallado.[/center]
[/record]
Esta noche no se pudo invocar[/center]
a %dts. Acepta mis disculpas.[/center]
[/end]"
3509,"Esta noche los presagios no son propicios[/center]
para una invocación segura, %pcf. Si[/center]
te gustaría estar presente para la[/center]
invocación de %dts, vuelve[/center]
el %dfs.[/center]
[/record]
No invocaremos a %dts esta[/center]
noche. Vuelve el %dfs[/center]
si quieres estar presente para la[/center]
invocación.[/center]
[/end]"
4000,"¿Quieres Teletransportarte o Colocar un Ancla?[/center]
[/end]"
4001,"Se debe colocar un Ancla antes de Teletransportarse.[/center]
[/end]"
4020,"Felicidades, %pcn,[/center]
ahora eres Maestro de %ski.[/center]
Uno de los mejores practicantes[/center]
de %ski en Tamriel.[/center]
[/end]"
4021,Maestro de %ski[/end]
4022,"¿Que yo te entrene? Tú podrías enseñarle[/center]
un par de cosas a este viejo instructor,[/center]
%pct.[/center]
[/record]
Lo siento, %pct. No hay[/center]
nada que pueda enseñarte que no[/center]
sepas ya.[/center]
[/record]
Has elegido una habilidad en la que[/center]
tu capacidad ciertamente supera la[/center]
mía, %pct.[/center]
[/record]
Ya eres mucho más hábil en eso[/center]
que yo, %pct.[/center]
[/end]"
4023,"Debes darte tiempo para reflexionar[/center]
sobre lo que has entrenado hasta[/center]
ahora hoy.[/center]
[/record]
No puedes entrenar más de una[/center]
habilidad en un solo día.[/center]
[/end]"
4050,"Relicario de Raen[/record]
Santuario de Bandi[/record]
Santuario de Mai[/record]
Refugio de Phen[/record]
Yunque de Ebonarm[/record]
Altar de I'ric[/record]
Monumento a Divad[/record]
Santuario de Jone[/record]
Santuario de Jephre[/record]
Relicario de Sai[/record]
Santuario de Vigryl[/record]
Santuario de Dugrod[/record]
Santuario de Jhim Sei[/record]
Monumento al Sabio[/record]
Santuario de Jode[/record]
Santuario de Q'Olwen[/record]
Santuario de Ephen[/record]
Refugio de Strenner[/record]
Teatro de Kieran[/record]
Cabaña de Djen[/record]
Altar de Notorgo[/end]"
4051,"El Cementerio de %ln[/record]
El Cementerio de %ln[/record]
El Cementerio de %ln[/record]
El Cementerio de %ln[/record]
El Camposanto de %ln[/record]
El Camposanto de %ln[/record]
El Camposanto de %ln[/record]
El Camposanto de %ln[/record]
Las Tumbas de %ln[/record]
Las Tumbas de %ln[/record]
Las Tumbas de %ln[/record]
Las Criptas de %ln[/record]
Las Criptas de %ln[/record]
Las Criptas de %ln[/record]
El Terreno de Entierro de %ln[/record]
Jardines Conmemorativos de %ln[/end]"
4052,"Vieja Granja de %fn[/record]
La Alquería %ln[/record]
La Alquería %ln[/record]
La Alquería %ln[/record]
La Alquería %ln[/record]
La Plantación %ln[/record]
Granja %ln[/record]
Huerto %ln[/record]
La Estancia %ln[/end]"
4053,"La Fortaleza de %ln[/record]
Castillo %ln[/record]
Castillo %ln[/record]
La Fortaleza de %ln[/record]
El Baluarte de %ln[/record]
Baluarte de %ln[/record]
La Ciudadela de %ln[/record]
Torre %ln[/record]
Torre %ln[/record]
La Torre de %ln[/record]
Guardia de %ln[/record]
Salón %ln[/end]"
4054,"Mansión %ln[/record]
Mansión %ln[/record]
Mansión %ln[/record]
Mansión %ln[/record]
Salón %ln[/record]
Corte %ln[/record]
Palacio %ln[/record]
Salón %ln[/record]
Casona %ln[/end]"
4055,La Orden de Arkay[/end]
4056,La Resolución de Zenithar[/end]
4057,La Benevolencia de Mara[/end]
4058,El Sagrario de Akatosh[/end]
4059,La Casa de Dibella[/end]
4060,La Escuela de Julianos[/end]
4061,El Templo de Stendarr[/end]
4062,El Templo de Kynareth[/end]
4063,"La Vieja Choza %ln[/record]
Vieja Choza de %fn[/record]
El Viejo Tugurio %ln[/record]
Viejo Tugurio de %fn[/record]
La Cabaña %ln[/record]
El Viejo Lugar %ln[/record]
Viejo Lugar de %fn[/record]
La Vieja Cabaña %ln[/end]"
4075,"Sangrante[/record]
Eterno[/record]
Infinito[/record]
Ardiente[/record]
Temible[/record]
Joyoso[/record]
Perpetuo[/record]
Sagrado[/record]
Santo[/record]
Interior[/record]
Bendito[/record]
Gentil[/record]
Gimiendo[/record]
Cantando[/record]
Llorando[/record]
Silencioso[/record]
Riendo[/end]"
4076,"Alma[/record]
Ascensión[/record]
Altar[/record]
Renacimiento[/record]
Reliquia[/record]
Estrella[/record]
Luz[/record]
Redentor[/record]
Amanecer[/record]
Profeta[/record]
Oráculo[/record]
Árbol[/record]
Vidente[/record]
Mártir[/record]
Presagio[/record]
Ídolo[/record]
Santuario[/end]"
4077,Arkay[/end]
4078,Zenithar[/end]
4079,Mara[/end]
4080,Akatosh[/end]
4081,Dibella[/end]
4082,Julianos[/end]
4083,Stendarr[/end]
